RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
"5,642.00","15,662,232.00",Learmonth,675.00,Germany,Male,42.00,2.00,"92,616.64",2.00,1.00,0.00,"8,567.18",0.00
"5,643.00","15,737,778.00",Dickson,782.00,Spain,Female,41.00,4.00,0.00,1.00,1.00,0.00,"132,943.88",0.00
"5,644.00","15,782,096.00",Volkova,616.00,Spain,Female,36.00,6.00,0.00,1.00,1.00,1.00,"12,916.32",1.00
"5,645.00","15,783,522.00",Mitchell,738.00,Spain,Female,37.00,8.00,"100,565.94",1.00,1.00,1.00,"128,799.86",0.00
"5,646.00","15,785,373.00",Wong,717.00,Spain,Female,42.00,5.00,"190,305.78",1.00,1.00,0.00,"99,347.80",1.00
"5,647.00","15,756,272.00",James,526.00,Germany,Female,35.00,9.00,"118,536.40",1.00,1.00,0.00,"40,980.87",1.00
"5,648.00","15,615,245.00",Shao,660.00,France,Male,19.00,5.00,"127,649.64",1.00,1.00,1.00,"40,368.65",0.00
"5,649.00","15,600,174.00",Walton,525.00,France,Male,35.00,7.00,"165,358.77",1.00,0.00,1.00,"94,738.54",0.00
"5,650.00","15,752,956.00",Stanley,629.00,Spain,Male,29.00,6.00,0.00,2.00,1.00,1.00,"88,842.80",0.00
"5,651.00","15,644,882.00",Watson,616.00,Germany,Female,36.00,10.00,"78,249.53",1.00,1.00,0.00,"136,934.91",0.00
"5,652.00","15,766,272.00",Folliero,521.00,Germany,Female,61.00,0.00,"125,193.96",1.00,1.00,1.00,"109,356.53",0.00
"5,653.00","15,800,620.00",Fitzgerald,691.00,France,Female,29.00,9.00,0.00,2.00,0.00,0.00,"199,635.93",0.00
"5,654.00","15,569,764.00",Garner,687.00,Germany,Female,41.00,2.00,"154,007.21",1.00,1.00,0.00,"158,408.23",0.00
"5,655.00","15,747,458.00",Folliero,677.00,Spain,Female,43.00,3.00,"133,214.88",2.00,1.00,1.00,"95,936.84",0.00
"5,656.00","15,573,171.00",Liao,695.00,Spain,Male,63.00,1.00,"146,202.93",1.00,1.00,1.00,"126,688.83",1.00
"5,657.00","15,736,769.00",Lucchesi,663.00,France,Female,27.00,9.00,0.00,2.00,1.00,0.00,"150,850.29",0.00
"5,658.00","15,763,381.00",Chan,496.00,France,Male,30.00,0.00,"90,963.49",1.00,0.00,1.00,"27,802.00",0.00
"5,659.00","15,814,430.00",Ma,747.00,Spain,Male,41.00,9.00,0.00,1.00,1.00,0.00,"32,430.94",1.00
"5,660.00","15,638,607.00",Nwabugwu,546.00,France,Female,52.00,2.00,0.00,1.00,1.00,0.00,"137,332.37",1.00
"5,661.00","15,737,133.00",P'eng,706.00,Spain,Male,68.00,4.00,"114,386.85",1.00,1.00,1.00,"28,601.68",0.00
"5,662.00","15,613,945.00",Andrews,472.00,France,Female,26.00,5.00,0.00,2.00,1.00,0.00,"108,411.66",0.00
"5,663.00","15,659,937.00",Otutodilinna,703.00,France,Female,40.00,7.00,0.00,2.00,0.00,1.00,"122,518.50",0.00
"5,664.00","15,765,287.00",Grant,850.00,France,Female,38.00,2.00,0.00,2.00,1.00,0.00,"9,015.07",0.00
"5,665.00","15,661,723.00",Abramovich,667.00,Spain,Male,71.00,4.00,"137,260.78",1.00,0.00,1.00,"94,433.08",1.00
"5,666.00","15,766,064.00",Komarova,559.00,France,Male,33.00,9.00,"111,060.05",2.00,1.00,0.00,"110,371.84",0.00
"5,667.00","15,649,616.00",Otutodilichukwu,636.00,Spain,Male,60.00,7.00,"124,447.73",1.00,1.00,1.00,"141,364.62",1.00
"5,668.00","15,719,017.00",Donaldson,672.00,France,Female,34.00,8.00,0.00,2.00,1.00,1.00,"16,245.25",0.00
"5,669.00","15,720,919.00",Duggan,667.00,France,Male,42.00,7.00,0.00,1.00,0.00,1.00,"108,348.94",1.00
"5,670.00","15,706,706.00",Chinwendu,648.00,Germany,Male,33.00,7.00,"135,310.41",2.00,0.00,1.00,"171,668.20",0.00
"5,671.00","15,709,653.00",Hamilton,497.00,France,Male,32.00,8.00,0.00,2.00,1.00,0.00,"67,364.42",0.00
"5,672.00","15,805,104.00",Smith,743.00,France,Female,73.00,6.00,0.00,2.00,0.00,1.00,"107,867.38",0.00
"5,673.00","15,622,442.00",Mazzi,619.00,France,Male,29.00,5.00,0.00,2.00,1.00,0.00,"194,310.10",0.00
"5,674.00","15,572,801.00",Krischock,639.00,Spain,Male,34.00,5.00,"139,393.19",2.00,0.00,0.00,"33,950.08",0.00
"5,675.00","15,767,598.00",Kent,540.00,Spain,Male,28.00,8.00,0.00,2.00,0.00,0.00,"197,588.32",0.00
"5,676.00","15,757,897.00",Binder,766.00,France,Female,26.00,3.00,"104,258.80",1.00,1.00,1.00,428.23,0.00
"5,677.00","15,568,104.00",Zubarev,749.00,France,Female,26.00,6.00,0.00,2.00,0.00,1.00,"34,948.77",0.00
"5,678.00","15,763,414.00",Degtyarev,655.00,Germany,Male,32.00,9.00,"113,447.01",1.00,1.00,0.00,"82,084.30",0.00
"5,679.00","15,732,265.00",Obialo,630.00,France,Male,33.00,9.00,0.00,2.00,1.00,0.00,"64,804.59",0.00
"5,680.00","15,621,974.00",Davydova,778.00,Germany,Female,33.00,4.00,"111,063.73",2.00,1.00,0.00,"83,556.65",0.00
"5,681.00","15,803,947.00",Teng,757.00,Germany,Female,30.00,6.00,"161,378.02",1.00,0.00,0.00,"71,926.28",1.00
"5,682.00","15,720,706.00",Hsing,529.00,Spain,Female,39.00,2.00,"82,766.43",1.00,1.00,1.00,"122,925.44",0.00
"5,683.00","15,759,290.00",Coleman,620.00,Spain,Male,29.00,9.00,0.00,2.00,1.00,0.00,"13,133.88",0.00
"5,684.00","15,651,664.00",Wilder,615.00,France,Female,61.00,1.00,"104,267.70",1.00,1.00,0.00,"62,845.64",1.00
"5,685.00","15,795,132.00",Molineux,735.00,France,Female,25.00,3.00,"91,718.80",1.00,0.00,0.00,"28,411.23",0.00
"5,686.00","15,811,565.00",Cocci,705.00,Spain,Female,47.00,3.00,"63,488.70",1.00,0.00,1.00,"28,640.92",1.00
"5,687.00","15,713,774.00",Chikwendu,644.00,Spain,Female,46.00,6.00,"12,459.19",1.00,0.00,0.00,"156,787.34",1.00
"5,688.00","15,691,840.00",Fraser,505.00,Germany,Female,37.00,6.00,"159,863.90",2.00,0.00,1.00,"125,307.87",0.00
"5,689.00","15,682,021.00",Lai,471.00,Germany,Male,23.00,6.00,"104,592.55",2.00,1.00,0.00,"131,736.23",0.00
"5,690.00","15,612,931.00",Korovin,722.00,Spain,Female,50.00,4.00,"132,088.59",1.00,1.00,1.00,"128,262.14",0.00
"5,691.00","15,676,707.00",Sidorov,577.00,Spain,Female,39.00,4.00,0.00,2.00,1.00,0.00,"91,366.42",0.00
"5,692.00","15,601,383.00",Ibrahimova,744.00,Spain,Male,44.00,5.00,"120,654.68",1.00,1.00,0.00,"82,290.81",0.00
"5,693.00","15,662,662.00",Duigan,573.00,France,Female,30.00,6.00,0.00,2.00,1.00,0.00,"66,190.21",0.00
"5,694.00","15,752,694.00",Taylor,653.00,France,Female,32.00,4.00,"83,772.95",1.00,0.00,1.00,"23,920.65",0.00
"5,695.00","15,590,683.00",Donaldson,660.00,France,Female,31.00,6.00,"172,325.67",1.00,0.00,1.00,"45,438.38",0.00
"5,696.00","15,773,591.00",Jobson,787.00,France,Male,46.00,7.00,"117,685.31",2.00,1.00,1.00,"93,360.35",0.00
"5,697.00","15,723,620.00",Lu,617.00,France,Male,41.00,7.00,0.00,2.00,0.00,1.00,"14,496.67",0.00
"5,698.00","15,671,779.00",Nebechi,567.00,France,Male,39.00,5.00,0.00,2.00,0.00,0.00,"168,521.72",0.00
"5,699.00","15,672,966.00",Cross,682.00,Spain,Female,64.00,9.00,0.00,2.00,1.00,1.00,"103,318.44",0.00
"5,700.00","15,624,667.00",Wallace,684.00,France,Male,35.00,6.00,"135,871.50",1.00,1.00,1.00,"87,219.41",0.00
"5,701.00","15,812,888.00",Perreault,447.00,France,Male,41.00,3.00,0.00,4.00,1.00,1.00,"197,490.39",1.00
"5,702.00","15,724,154.00",Manna,625.00,Germany,Female,49.00,4.00,"128,504.76",1.00,1.00,0.00,"126,812.63",1.00
"5,703.00","15,749,540.00",Hsiung,585.00,France,Male,36.00,7.00,0.00,2.00,1.00,0.00,"94,283.09",0.00
"5,704.00","15,621,063.00",Gibbons,516.00,France,Female,42.00,8.00,"56,228.25",1.00,1.00,0.00,"46,857.52",0.00
"5,705.00","15,661,626.00",Algeranoff,732.00,Germany,Female,45.00,6.00,"98,792.40",1.00,1.00,0.00,"81,491.70",1.00
"5,706.00","15,698,703.00",Doherty,628.00,Germany,Male,40.00,5.00,"181,768.32",2.00,1.00,1.00,"129,107.97",0.00
"5,707.00","15,801,431.00",Rowe,682.00,Spain,Female,48.00,9.00,"101,198.01",1.00,1.00,1.00,"49,732.90",0.00
"5,708.00","15,649,451.00",Yates,746.00,France,Male,25.00,9.00,0.00,2.00,0.00,1.00,"88,728.47",0.00
"5,709.00","15,626,156.00",Galloway,655.00,France,Female,60.00,3.00,0.00,2.00,1.00,1.00,"86,981.45",0.00
"5,710.00","15,606,158.00",Genovese,644.00,France,Female,39.00,9.00,0.00,1.00,1.00,0.00,"3,740.93",0.00
"5,711.00","15,589,496.00",Arrington,778.00,France,Male,34.00,5.00,"139,064.06",2.00,0.00,0.00,"67,949.32",0.00
"5,712.00","15,730,345.00",Miah,617.00,France,Female,35.00,2.00,"104,508.10",1.00,1.00,1.00,"147,636.46",0.00
"5,713.00","15,572,038.00",Chijindum,660.00,Germany,Male,35.00,9.00,"113,948.58",1.00,1.00,0.00,"188,891.96",1.00
"5,714.00","15,643,439.00",Ferguson,537.00,France,Male,47.00,10.00,0.00,2.00,0.00,1.00,"25,482.62",0.00
"5,715.00","15,604,158.00",Smith,554.00,France,Female,39.00,10.00,0.00,2.00,1.00,1.00,"18,391.93",0.00
"5,716.00","15,657,396.00",Marshall,806.00,France,Male,31.00,9.00,0.00,2.00,0.00,1.00,"140,168.36",0.00
"5,717.00","15,709,478.00",P'an,611.00,Germany,Male,37.00,1.00,"117,524.72",2.00,0.00,1.00,"161,064.29",0.00
"5,718.00","15,628,824.00",Burton,665.00,France,Female,37.00,5.00,"160,389.82",1.00,0.00,1.00,"183,542.08",0.00
"5,719.00","15,814,519.00",Kamdibe,648.00,France,Female,37.00,7.00,0.00,2.00,1.00,0.00,"194,238.92",0.00
"5,720.00","15,636,520.00",Milani,692.00,France,Male,27.00,1.00,"125,547.53",1.00,0.00,0.00,"7,900.46",0.00
"5,721.00","15,794,414.00",Forbes,507.00,Spain,Male,46.00,6.00,"92,783.68",1.00,1.00,1.00,"51,424.29",0.00
"5,722.00","15,643,671.00",Chiekwugo,696.00,Germany,Male,49.00,5.00,"97,036.22",2.00,1.00,0.00,"152,450.84",1.00
"5,723.00","15,700,650.00",Cousens,681.00,France,Male,34.00,3.00,0.00,2.00,0.00,0.00,"55,816.20",0.00
"5,724.00","15,680,224.00",Ross,687.00,France,Female,26.00,6.00,0.00,2.00,1.00,1.00,"32,909.13",0.00
"5,725.00","15,784,286.00",Wood,641.00,Spain,Male,40.00,5.00,"102,145.13",1.00,1.00,1.00,"100,637.07",0.00
"5,726.00","15,693,996.00",Hawks,507.00,France,Female,33.00,1.00,"113,452.66",1.00,0.00,0.00,"142,911.99",0.00
"5,727.00","15,764,343.00",T'ien,688.00,Spain,Female,46.00,8.00,"155,681.72",1.00,1.00,0.00,"26,287.21",0.00
"5,728.00","15,704,168.00",Ting,535.00,Germany,Male,38.00,8.00,"127,475.24",1.00,0.00,0.00,"60,775.76",1.00
"5,729.00","15,680,197.00",Thynne,701.00,France,Male,41.00,10.00,0.00,2.00,1.00,1.00,"146,257.77",0.00
"5,730.00","15,633,729.00",Wang,488.00,France,Male,43.00,10.00,"112,751.13",1.00,1.00,1.00,"28,332.00",0.00
"5,731.00","15,577,683.00",Maclean,539.00,France,Female,29.00,4.00,0.00,2.00,1.00,1.00,"100,919.19",0.00
"5,732.00","15,800,746.00",Watson,674.00,France,Male,45.00,7.00,"144,889.18",1.00,1.00,1.00,"102,591.90",1.00
"5,733.00","15,788,686.00",Gibson,538.00,Spain,Male,40.00,8.00,0.00,2.00,1.00,1.00,"25,554.40",0.00
"5,734.00","15,742,798.00",French,829.00,France,Female,22.00,7.00,"150,126.44",1.00,1.00,0.00,"152,107.93",1.00
"5,735.00","15,596,647.00",Henderson,768.00,France,Male,54.00,8.00,"69,712.74",1.00,1.00,1.00,"69,381.05",0.00
"5,736.00","15,756,070.00",Greenwood,585.00,Spain,Female,44.00,4.00,0.00,2.00,0.00,1.00,"101,728.46",0.00
"5,737.00","15,775,116.00",Anderson,581.00,France,Male,31.00,3.00,0.00,2.00,0.00,0.00,"89,040.61",0.00
"5,738.00","15,575,428.00",Mistry,682.00,Germany,Female,35.00,2.00,"117,438.92",2.00,1.00,1.00,"16,910.98",0.00
"5,739.00","15,654,074.00",Tuan,653.00,France,Male,38.00,8.00,"119,315.75",1.00,1.00,0.00,"150,468.35",0.00
"5,740.00","15,695,872.00",Fiorentini,712.00,France,Female,30.00,1.00,"89,571.59",1.00,1.00,1.00,"177,613.19",0.00
"5,741.00","15,568,885.00",Scott,620.00,Germany,Female,34.00,8.00,"102,251.57",1.00,1.00,0.00,"120,672.09",0.00
"5,742.00","15,725,036.00",Jideofor,709.00,France,Male,42.00,9.00,"118,546.71",1.00,0.00,1.00,"77,142.85",0.00
"5,743.00","15,632,665.00",Yevseyev,832.00,France,Male,61.00,2.00,0.00,1.00,0.00,1.00,"127,804.66",1.00
"5,744.00","15,571,476.00",Kelly,635.00,Spain,Male,38.00,0.00,"103,257.14",1.00,0.00,0.00,"158,344.63",0.00
"5,745.00","15,776,850.00",Smith,749.00,Spain,Female,43.00,1.00,"124,209.02",1.00,1.00,1.00,"167,179.48",0.00
"5,746.00","15,623,649.00",Ogle,629.00,Spain,Male,32.00,3.00,0.00,2.00,1.00,1.00,"15,404.64",0.00
"5,747.00","15,751,131.00",Moss,836.00,Spain,Female,41.00,7.00,"150,302.84",1.00,1.00,1.00,"156,036.19",0.00
"5,748.00","15,688,128.00",Loggia,542.00,Spain,Male,34.00,8.00,"108,653.93",1.00,0.00,1.00,"144,725.14",0.00
"5,749.00","15,678,412.00",Nwankwo,645.00,France,Female,45.00,8.00,"85,325.93",1.00,0.00,0.00,"22,558.74",0.00
"5,750.00","15,770,291.00",Allan,844.00,France,Female,29.00,8.00,0.00,2.00,0.00,0.00,"147,342.03",0.00
"5,751.00","15,583,392.00",Woronoff,747.00,Germany,Male,37.00,9.00,"135,776.36",3.00,1.00,0.00,"85,470.45",1.00
"5,752.00","15,690,731.00",Wolfe,645.00,France,Male,40.00,6.00,"131,411.24",1.00,1.00,1.00,"194,656.11",0.00
"5,753.00","15,697,948.00",Henderson,752.00,Spain,Female,36.00,3.00,0.00,2.00,1.00,1.00,"48,505.10",0.00
"5,754.00","15,608,328.00",Sutherland,760.00,Spain,Female,41.00,6.00,0.00,2.00,0.00,0.00,"101,491.23",0.00
"5,755.00","15,766,378.00",Marsden,714.00,Germany,Female,45.00,9.00,"106,431.97",2.00,1.00,1.00,"164,117.69",0.00
"5,756.00","15,600,813.00",Hyde,717.00,France,Male,50.00,9.00,"90,305.76",1.00,1.00,1.00,"124,626.57",0.00
"5,757.00","15,706,217.00",Kao,645.00,Germany,Male,28.00,7.00,"117,466.03",2.00,1.00,1.00,"34,490.06",0.00
"5,758.00","15,601,417.00",T'ang,681.00,France,Male,32.00,3.00,"148,884.47",2.00,1.00,1.00,"90,967.37",0.00
"5,759.00","15,610,972.00",Crawford,681.00,Germany,Female,44.00,4.00,"91,115.76",2.00,0.00,0.00,"24,208.84",1.00
"5,760.00","15,674,620.00",Dilibe,679.00,Germany,Female,37.00,8.00,"77,373.87",2.00,0.00,1.00,"174,873.09",0.00
"5,761.00","15,785,350.00",Austin,528.00,Spain,Male,23.00,7.00,"104,744.89",1.00,1.00,0.00,"170,262.97",0.00
"5,762.00","15,749,119.00",Santiago,710.00,France,Female,31.00,3.00,0.00,2.00,1.00,1.00,"112,289.06",0.00
"5,763.00","15,756,535.00",Chibugo,733.00,Germany,Male,39.00,5.00,"91,538.51",1.00,1.00,1.00,"93,783.00",0.00
"5,764.00","15,700,965.00",Toscano,724.00,France,Female,32.00,6.00,0.00,2.00,1.00,1.00,"150,026.79",0.00
"5,765.00","15,791,851.00",Afanasyeva,726.00,France,Female,34.00,0.00,"185,734.75",1.00,1.00,1.00,"102,036.82",0.00
"5,766.00","15,717,156.00",Sokolov,520.00,France,Male,30.00,3.00,"143,396.54",2.00,1.00,1.00,898.51,0.00
"5,767.00","15,740,846.00",Wei,556.00,France,Male,40.00,5.00,"125,909.85",1.00,1.00,1.00,"95,124.40",0.00
"5,768.00","15,573,284.00",Olisanugo,579.00,France,Female,45.00,2.00,0.00,2.00,0.00,0.00,"11,514.39",0.00
"5,769.00","15,729,083.00",Gorman,674.00,France,Male,36.00,2.00,"154,525.70",1.00,0.00,1.00,"27,468.72",0.00
"5,770.00","15,611,612.00",Priestley,570.00,France,Female,29.00,0.00,0.00,1.00,1.00,0.00,"37,092.43",0.00
"5,771.00","15,694,381.00",Lloyd,631.00,France,Male,51.00,8.00,"100,654.80",1.00,1.00,0.00,"171,587.90",0.00
"5,772.00","15,651,737.00",Salmond,623.00,Spain,Male,44.00,1.00,"83,325.77",1.00,0.00,1.00,"80,828.78",0.00
"5,773.00","15,663,168.00",MacDonald,665.00,France,Male,35.00,8.00,"110,934.54",1.00,1.00,0.00,"169,287.99",0.00
"5,774.00","15,643,426.00",Robertson,523.00,Spain,Female,36.00,8.00,"113,680.54",1.00,0.00,0.00,"13,197.44",0.00
"5,775.00","15,618,245.00",Chukwumaobim,706.00,Germany,Male,31.00,1.00,"117,020.08",2.00,1.00,0.00,"54,439.53",0.00
"5,776.00","15,717,527.00",Ifeanacho,619.00,France,Female,49.00,9.00,"145,359.99",1.00,1.00,0.00,"38,186.85",0.00
"5,777.00","15,793,478.00",Li Fonti,593.00,Germany,Female,39.00,8.00,"151,391.68",1.00,1.00,0.00,"27,274.60",1.00
"5,778.00","15,642,248.00",Ko,608.00,Spain,Male,66.00,8.00,"123,935.35",1.00,1.00,1.00,"65,758.19",0.00
"5,779.00","15,640,377.00",Goloubev,526.00,France,Female,36.00,0.00,0.00,2.00,1.00,0.00,"97,767.63",0.00
"5,780.00","15,723,950.00",Kruglov,684.00,Spain,Male,40.00,2.00,"70,291.02",1.00,1.00,1.00,"115,468.84",1.00
"5,781.00","15,590,327.00",Liao,604.00,Germany,Female,42.00,10.00,"166,031.45",1.00,1.00,0.00,"98,293.14",0.00
"5,782.00","15,706,199.00",White,636.00,Germany,Male,36.00,6.00,"96,643.32",1.00,0.00,0.00,"182,059.28",0.00
"5,783.00","15,671,514.00",Sinclair,669.00,Spain,Female,33.00,8.00,0.00,2.00,0.00,1.00,"128,538.05",0.00
"5,784.00","15,727,041.00",Fiorentini,624.00,France,Male,71.00,7.00,0.00,2.00,1.00,1.00,"108,841.83",0.00
"5,785.00","15,738,063.00",Shen,631.00,France,Male,29.00,2.00,0.00,2.00,1.00,1.00,"18,581.84",0.00
"5,786.00","15,711,733.00",Rapuokwu,753.00,France,Male,48.00,4.00,0.00,2.00,0.00,1.00,"146,821.42",0.00
"5,787.00","15,652,320.00",Woronoff,588.00,France,Male,40.00,5.00,0.00,2.00,0.00,0.00,"100,727.68",0.00
"5,788.00","15,634,180.00",Holden,729.00,Germany,Male,26.00,4.00,"97,268.10",2.00,1.00,0.00,"39,356.38",0.00
"5,789.00","15,694,566.00",Roberts,602.00,France,Female,42.00,10.00,0.00,2.00,0.00,0.00,"169,921.11",1.00
"5,790.00","15,726,103.00",Tsou,689.00,Germany,Female,55.00,1.00,"76,296.81",1.00,1.00,0.00,"42,364.75",1.00
"5,791.00","15,646,351.00",Somerville,486.00,Spain,Male,27.00,7.00,0.00,2.00,1.00,0.00,"28,823.04",0.00
"5,792.00","15,730,044.00",Greco,809.00,Germany,Female,42.00,6.00,"64,497.94",3.00,0.00,1.00,"182,436.81",1.00
"5,793.00","15,795,186.00",Leonard,562.00,France,Male,38.00,5.00,0.00,1.00,1.00,0.00,"115,700.20",0.00
"5,794.00","15,784,890.00",McKenzie,763.00,Spain,Female,32.00,8.00,0.00,2.00,1.00,0.00,"16,725.53",0.00
"5,795.00","15,694,125.00",McElhone,669.00,France,Male,57.00,5.00,0.00,2.00,1.00,1.00,"56,875.76",0.00
"5,796.00","15,565,891.00",Dipietro,709.00,France,Male,39.00,8.00,0.00,2.00,1.00,0.00,"56,214.09",0.00
"5,797.00","15,674,254.00",Kerr,554.00,Spain,Female,45.00,4.00,0.00,2.00,1.00,1.00,"193,412.05",0.00
"5,798.00","15,775,206.00",Hunter,699.00,France,Male,37.00,10.00,0.00,2.00,0.00,0.00,"83,263.04",0.00
"5,799.00","15,797,627.00",Niehaus,732.00,Spain,Male,54.00,0.00,"134,249.70",1.00,0.00,1.00,"13,404.40",0.00
"5,800.00","15,649,853.00",Craig,625.00,France,Female,45.00,3.00,0.00,1.00,1.00,1.00,"184,474.15",1.00
"5,801.00","15,610,379.00",Barclay-Harvey,599.00,France,Male,30.00,9.00,"105,443.68",1.00,1.00,1.00,"121,124.53",0.00
"5,802.00","15,659,800.00",Teng,584.00,Spain,Female,50.00,1.00,0.00,1.00,0.00,1.00,"152,567.75",1.00
"5,803.00","15,716,236.00",Milani,499.00,France,Male,35.00,10.00,0.00,2.00,1.00,0.00,"10,722.54",0.00
"5,804.00","15,672,053.00",Mistry,526.00,Spain,Male,38.00,2.00,0.00,2.00,0.00,0.00,"58,010.98",0.00
"5,805.00","15,663,933.00",Jamieson,625.00,Germany,Female,35.00,5.00,"86,147.46",2.00,1.00,0.00,"163,440.80",1.00
"5,806.00","15,814,236.00",Kay,537.00,Spain,Female,38.00,1.00,"96,939.06",1.00,1.00,1.00,"102,606.92",0.00
"5,807.00","15,583,597.00",Ikedinachukwu,696.00,Spain,Male,47.00,1.00,"106,758.60",1.00,1.00,1.00,"80,591.18",0.00
"5,808.00","15,607,395.00",Holt,679.00,France,Female,33.00,9.00,"112,528.65",2.00,1.00,0.00,"177,362.45",0.00
"5,809.00","15,694,556.00",Nkemakolam,684.00,France,Male,60.00,2.00,"116,563.58",1.00,1.00,0.00,"120,257.70",1.00
"5,810.00","15,744,109.00",Hartung,850.00,France,Male,32.00,4.00,0.00,1.00,1.00,1.00,"180,622.02",0.00
"5,811.00","15,800,688.00",Ch'en,495.00,Spain,Female,42.00,7.00,0.00,2.00,0.00,0.00,"130,404.53",0.00
"5,812.00","15,810,878.00",Baker,537.00,Spain,Female,38.00,6.00,"141,786.78",1.00,0.00,1.00,"147,797.54",0.00
"5,813.00","15,587,835.00",Osinachi,850.00,France,Male,41.00,3.00,"136,416.82",1.00,0.00,1.00,"57,844.26",0.00
"5,814.00","15,763,515.00",Shih,513.00,France,Male,30.00,5.00,0.00,2.00,1.00,0.00,"162,523.66",0.00
"5,815.00","15,725,882.00",Feng,618.00,Germany,Female,40.00,1.00,"133,245.52",2.00,1.00,1.00,"54,495.82",0.00
"5,816.00","15,788,022.00",Sternberg,802.00,Germany,Female,41.00,4.00,"90,757.64",2.00,0.00,1.00,"169,183.66",0.00
"5,817.00","15,663,917.00",Adams,547.00,France,Male,43.00,1.00,"92,350.36",1.00,0.00,1.00,"80,262.91",0.00
"5,818.00","15,656,865.00",Gray,613.00,Germany,Male,69.00,9.00,"78,778.49",1.00,0.00,1.00,"8,751.59",0.00
"5,819.00","15,667,971.00",Shepherd,592.00,Germany,Female,34.00,6.00,"102,143.93",2.00,1.00,1.00,"102,628.98",0.00
"5,820.00","15,800,366.00",Walton,546.00,France,Male,29.00,5.00,0.00,1.00,1.00,1.00,"94,823.95",0.00
"5,821.00","15,717,231.00",Yang,721.00,Germany,Male,37.00,4.00,"98,459.60",1.00,0.00,0.00,"90,821.66",0.00
"5,822.00","15,643,188.00",Barnett,671.00,Germany,Female,47.00,7.00,"114,603.76",2.00,1.00,0.00,"153,194.32",1.00
"5,823.00","15,671,351.00",Romani,624.00,Spain,Male,35.00,2.00,0.00,2.00,1.00,0.00,"87,310.59",0.00
"5,824.00","15,573,628.00",Greene,751.00,Germany,Female,51.00,7.00,"148,074.79",1.00,1.00,0.00,"146,411.41",1.00
"5,825.00","15,698,953.00",Hart,636.00,Spain,Male,36.00,1.00,0.00,3.00,1.00,1.00,"74,048.10",1.00
"5,826.00","15,753,888.00",Johnston,607.00,Spain,Female,62.00,8.00,"108,004.64",1.00,1.00,1.00,"23,386.77",1.00
"5,827.00","15,737,961.00",Miller,509.00,Germany,Female,29.00,0.00,"107,712.57",2.00,1.00,1.00,"92,898.17",0.00
"5,828.00","15,801,701.00",Robson,653.00,Spain,Male,35.00,9.00,0.00,2.00,1.00,1.00,"45,956.05",0.00
"5,829.00","15,684,419.00",Wallace,709.00,Spain,Female,37.00,8.00,0.00,3.00,1.00,0.00,"71,738.56",0.00
"5,830.00","15,794,266.00",Cross,559.00,France,Male,32.00,9.00,"145,303.52",1.00,1.00,0.00,"103,560.98",0.00
"5,831.00","15,810,711.00",Marcum,684.00,Germany,Male,37.00,4.00,"138,476.41",2.00,1.00,1.00,"52,367.29",0.00
"5,832.00","15,771,270.00",North,635.00,France,Female,27.00,8.00,"127,471.56",1.00,1.00,1.00,"152,916.05",1.00
"5,833.00","15,607,786.00",Mao,709.00,France,Male,26.00,6.00,"156,551.63",1.00,0.00,1.00,"4,410.77",0.00
"5,834.00","15,624,519.00",Calabrese,656.00,Germany,Female,49.00,9.00,"97,092.87",1.00,1.00,0.00,"74,771.22",1.00
"5,835.00","15,799,910.00",Martin,793.00,France,Male,32.00,2.00,0.00,2.00,1.00,0.00,"193,817.63",1.00
"5,836.00","15,602,479.00",Fleming,609.00,Spain,Male,37.00,5.00,"129,312.79",1.00,1.00,1.00,"26,793.82",0.00
"5,837.00","15,617,419.00",Roberts,618.00,Germany,Female,29.00,10.00,"100,315.10",2.00,1.00,1.00,"32,526.64",0.00
"5,838.00","15,657,603.00",Finch,850.00,France,Female,35.00,6.00,"81,684.97",1.00,1.00,0.00,824.00,0.00
"5,839.00","15,570,379.00",Whitelegge,669.00,Spain,Male,51.00,3.00,"88,827.53",1.00,0.00,0.00,"85,250.77",1.00
"5,840.00","15,772,996.00",Rooke,594.00,Germany,Male,40.00,0.00,"152,092.44",2.00,1.00,1.00,"83,508.93",0.00
"5,841.00","15,729,574.00",Lu,616.00,Spain,Male,71.00,4.00,0.00,2.00,1.00,1.00,"173,599.38",0.00
"5,842.00","15,737,267.00",Marcelo,676.00,France,Female,49.00,1.00,0.00,1.00,1.00,0.00,"79,342.31",1.00
"5,843.00","15,799,128.00",Matthews,608.00,Spain,Female,38.00,9.00,"102,406.76",1.00,0.00,1.00,"57,600.66",0.00
"5,844.00","15,813,327.00",Romani,710.00,France,Male,21.00,4.00,"109,130.96",2.00,1.00,1.00,"56,191.99",0.00
"5,845.00","15,711,921.00",Scott,695.00,France,Male,29.00,5.00,0.00,2.00,1.00,1.00,"6,770.44",0.00
"5,846.00","15,654,300.00",Mao,530.00,Germany,Male,33.00,9.00,"75,242.28",1.00,0.00,1.00,"101,694.67",0.00
"5,847.00","15,569,945.00",Horsley,509.00,Spain,Male,29.00,1.00,0.00,2.00,1.00,0.00,"69,113.14",0.00
"5,848.00","15,569,666.00",Goddard,517.00,France,Female,45.00,4.00,0.00,1.00,0.00,0.00,"172,674.36",1.00
